"","ID","AIClogistic","BIClogistic","AICgompertz","BICgompertz","AICbaranyi","BICbaranyi","AICbuchanan","BICbuchanan"
"35","Klebsiella.pneumonia_15_TSB","-91.5484664823325","-85.812517664392","-123.298325105832","-116.128389083406","-124.006693779736","-116.83675775731","NA","NA"
"36","Dickeya.zeae_15_TSB","-22.0058260608357","-17.1303227613629","-26.8871359893599","-20.7927568650189","-27.1199454762698","-21.0255663519288","NA","NA"
"37","Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_15_TSB","0.969706586376626","5.51168345009322","-62.8241778143279","-57.1467067346822","-62.8094248685936","-57.1319537889478","NA","NA"
"38","Pantoea.agglomerans..RDA.R._15_TSB","3.68528157523392","8.22725843895052","-15.1985640853071","-9.52109300566131","-14.6289988295101","-8.95152774986438","NA","NA"
"39","Dickeya.zeae..RDA.R._15_TSB","-16.6825309784681","-12.3183611650348","-19.9621108989557","-14.5068986321641","-20.1530504948127","-14.6978382280211","NA","NA"
"40","Acinetobacter.clacoaceticus..RDA.R._15_TSB","-29.287944698902","-25.1098549480083","-31.5318490511658","-26.3092368625487","-31.730018759126","-26.5074065705089","NA","NA"
"41","Stenotrophomonas.maltophilia..RDA.R._15_TSB","-47.0889487429473","-42.724778929514","-62.3115227159427","-56.8563104491511","-69.7905458283291","-64.3353335615375","NA","NA"
"42","Klebsiella.pneumonia..RDA.R._15_TSB","-46.9978049394427","-41.2618561215021","-47.0169002882955","-39.8469642658698","-47.1644309446029","-39.9944949221772","NA","NA"
"43","Bacillus.pumilus..RDA.R._15_TSB","-35.6216890159186","-31.443599265025","-36.0407107756059","-30.8180985869888","-31.0675398908092","-25.8449277021921","-15.8005552749064","-10.5779430862892"
"44","Clavibacter.michiganensis..RDA.R._15_TSB","-10.2992686457947","-5.75729178207814","-11.5015168188228","-5.82404573917707","-11.8095310706284","-6.13205999098264","-11.0052861369471","-5.32781505730131"
"45","Chryseobacterium.balustinum_25_TSB","-32.1499309912579","-30.2103043921059","-14.8940073549807","-12.4694741060407","-8.53346706779736","-6.10893381885736","NA","NA"
"46","Enterobacter.sp._25_TSB","-28.3276422935464","-24.9947889173216","-58.5000479333326","-54.3339812130515","-95.7479693111729","-91.5819025908918","NA","NA"
"47","Pantoea.agglomerans.1_25_TSB","-19.6629131445114","-16.8307123401026","6.86741635129577","10.4076673568068","NA","NA","NA","NA"
"48","Pantoea.agglomerans.2_25_TSB","-8.86330883951799","-6.03110803510915","NA","NA","NA","NA","NA","NA"
"49","Bacillus.pumilus_25_TSB","-37.1853850383933","-34.6291557199323","-32.4897391229248","-29.2944524748485","-27.6712767065413","-24.475990058465","NA","NA"
"50","Clavibacter.michiganensis_25_TSB","-30.8904140593888","-28.0582132549799","-34.9600991492162","-31.4198481437051","-32.6475738733089","-29.1073228677979","NA","NA"
"51","Pseudomonas.fluorescens.1_25_TSB","-17.7625450536826","-15.5027476238365","-18.9397780993847","-16.115031312077","-18.6082635301901","-15.7835167428824","NA","NA"
"52","Pseudomonas.fluorescens.2_25_TSB","-37.3230390175851","-35.3834124184331","-37.9743079328568","-35.5497746839168","-42.0131530940573","-39.5886198451173","NA","NA"
"53","Acinetobacter.clacoaceticus.1_25_TSB","-8.80508403583512","-6.54528660598897","NA","NA","-7.50584691251205","-4.68110012520437","NA","NA"
"54","Acinetobacter.clacoaceticus.2_25_TSB","-1.77434321131327","0.781886107147759","NA","NA","NA","NA","NA","NA"
"55","Stenotrophomonas.maltophilia.1_25_TSB","-24.6778818770553","-22.1216525585943","-24.5265499510659","-21.3312633029896","-24.5685209517206","-21.3732343036443","-23.009383120266","-19.8140964721897"
"56","Stenotrophomonas.maltophilia.2_25_TSB","-43.8084531128373","-40.7180982238781","-60.9616865033281","-57.0987428921292","-56.9129840308607","-53.0500404196618","NA","NA"
"57","Klebsiella.pneumonia_25_TSB","-14.1107888746116","-11.0204339856525","-65.2777742360089","-61.41483062481","-54.5546544817156","-50.6917108705167","-57.3470646918863","-53.4841210806874"
"58","Dickeya.zeae_25_TSB","-1.35382812329452","1.73652676566461","-28.0397063079092","-24.1767626967103","-21.0542494552825","-17.1913058440836","NA","NA"
"59","Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_25_TSB","23.8683166753734","27.2011700515983","-56.2303184297946","-52.0642517095136","-56.3454769561298","-52.1794102358487","NA","NA"
"60","Pantoea.agglomerans..RDA.R._25_TSB","2.1436521234196","5.23400701237873","-26.4143227750222","-22.5513791638233","-25.3674499432465","-21.5045063320476","NA","NA"
"61","Dickeya.zeae..RDA.R._25_TSB","-15.3607063717652","-12.5285055673564","-49.4500834111012","-45.9098324055902","NA","NA","NA","NA"
"62","Acinetobacter.clacoaceticus..RDA.R._25_TSB","-24.5054547461819","-21.9492254277209","NA","NA","NA","NA","NA","NA"
"63","Stenotrophomonas.maltophilia..RDA.R._25_TSB","-25.9019219027848","-23.6421244729387","-32.0427907521494","-29.2180439648418","-35.9159784257739","-33.0912316384662","NA","NA"
"64","Klebsiella.pneumonia..RDA.R._25_TSB","-20.7898047747263","-17.6994498857672","-81.256311839655","-77.3933682284561","NA","NA","NA","NA"
"65","Bacillus.pumilus..RDA.R._25_TSB","-16.282273894795","-13.4500730903862","-10.1684159521321","-6.62816494662102","-5.75958207930729","-2.21933107379624","NA","NA"
"66","Clavibacter.michiganensis..RDA.R._25_TSB","-22.5788654395211","-19.4885105505619","-22.3457798216581","-18.4828362104592","-21.8290879208275","-17.9661443096286","NA","NA"
"67","Chryseobacterium.balustinum_35_TSB","-25.4388464655402","-22.8826171470791","NA","NA","NA","NA","NA","NA"
"68","Enterobacter.sp._35_TSB","-38.1193345186641","-35.028979629705","-68.2689927474095","-64.4060491362106","NA","NA","NA","NA"
"69","Pantoea.agglomerans.1_35_TSB","-2.88173780718189","0.208617081777236","-21.4288899764324","-17.5659463652335","-23.3278966199051","-19.4649530087062","NA","NA"
"70","Pantoea.agglomerans.2_35_TSB","3.38185760740607","5.9380869258671","-5.46891774694854","-2.27363109887225","2.25093569793616","5.44622234601246","NA","NA"
"71","Bacillus.pumilus_35_TSB","-24.8471121931146","-22.0149113887057","NA","NA","NA","NA","NA","NA"
"72","Clavibacter.michiganensis_35_TSB","-32.956888391645","-29.6240350154202","-53.5094803965546","-49.3434136762735","NA","NA","NA","NA"
"73","Pseudomonas.fluorescens.1_35_TSB","-80.7484059479512","-77.4155525717263","NA","NA","NA","NA","NA","NA"
"74","Pseudomonas.fluorescens.2_35_TSB","-26.8302316921479","-23.998030887739","NA","NA","-32.204352935811","-28.6641019303","NA","NA"
"75","Acinetobacter.clacoaceticus.1_35_TSB","-36.0607075152762","-32.9703526263171","-35.1178998652645","-31.2549562540656","NA","NA","NA","NA"
"76","Acinetobacter.clacoaceticus.2_35_TSB","2.20747610685157","5.29783099581069","NA","NA","NA","NA","NA","NA"
"77","Stenotrophomonas.maltophilia.1_35_TSB","-44.7783289073648","-41.946128102956","-47.8679685426684","-44.3277175371573","NA","NA","NA","NA"
"78","Stenotrophomonas.maltophilia.2_35_TSB","-34.3442090834312","-31.2538541944721","NA","NA","-40.0042971081907","-36.1413534969918","NA","NA"
"79","Klebsiella.pneumonia_35_TSB","-5.21746875227089","-1.65598172068623","-66.4338647428273","-61.9820059533465","NA","NA","NA","NA"
"80","Dickeya.zeae_35_TSB","10.8007083368275","14.3621953684121","-13.5075397732789","-9.05568098379811","NA","NA","NA","NA"
"81","Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_35_TSB","2.56458470011952","5.65493958907864","NA","NA","2.83822642020445","6.70117003140336","NA","NA"
"82","Pantoea.agglomerans..RDA.R._35_TSB","14.3376061096456","17.6704594858705","-8.84450124612539","-4.67843452584431","-0.595417674295531","3.57064904598555","NA","NA"
"83","Dickeya.zeae..RDA.R._35_TSB","13.2808775550725","16.6137309312973","4.4127479610513","8.57881468133238","NA","NA","NA","NA"
"84","Acinetobacter.clacoaceticus..RDA.R._35_TSB","-27.1266769406216","-24.2944761362128","-21.4335655816367","-17.8933145761257","NA","NA","NA","NA"
"85","Stenotrophomonas.maltophilia..RDA.R._35_TSB","-30.5106678967004","-27.6784670922916","NA","NA","NA","NA","NA","NA"
"86","Klebsiella.pneumonia..RDA.R._35_TSB","-47.634980789038","-44.3021274128132","-107.55113483526","-103.385068114979","NA","NA","NA","NA"
"87","Bacillus.pumilus..RDA.R._35_TSB","-23.4934163803894","-20.1605630041646","NA","NA","NA","NA","NA","NA"
