"","ID","order","species","stage","originaltraitname","traitvalue","unit","temp","time","location","longitude","latitude","study","traitname"
"599","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.01,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"600","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"601","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.65,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"602","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.62,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"603","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.57,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"604","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.53,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"605","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.51,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"606","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.47,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"607","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.43,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"608","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.41,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"609","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.39,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"610","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.37,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"611","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.36,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"612","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.34,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"613","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.33,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"614","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.3,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"615","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.28,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"616","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.24,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"617","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.22,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"618","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.21,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"619","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.2,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"620","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.18,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"621","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.15,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"622","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.12,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"623","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.09,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"624","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.08,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"625","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.06,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"626","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.05,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"627","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.04,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"628","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.03,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"629","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.02,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"630","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.01,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"631","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"632","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.56,"proportion",30,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"633","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.54,"proportion",30,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"634","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.47,"proportion",30,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"635","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.39,"proportion",30,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"636","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.32,"proportion",30,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"637","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.28,"proportion",30,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"638","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.25,"proportion",30,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"639","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.21,"proportion",30,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"640","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.17,"proportion",30,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"641","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.14,"proportion",30,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"642","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.1,"proportion",30,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"643","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.09,"proportion",30,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"644","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.07,"proportion",30,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"645","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.05,"proportion",30,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"646","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.03,"proportion",30,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"647","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.02,"proportion",30,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"648","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0.01,"proportion",30,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"649","MSS0044","Diptera","Culex annulirostris","adult","Adult survival (female, bloodfed)",0,"proportion",30,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"650","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.57,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"651","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.48,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"652","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.37,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"653","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.29,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"654","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.23,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"655","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.18,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"656","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.14,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"657","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.13,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"658","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.11,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"659","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.08,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"660","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.07,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"661","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.06,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"662","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.05,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"663","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.04,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"664","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.03,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"665","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.02,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"666","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.01,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"667","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0,"proportion",20,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"668","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.65,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"669","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.62,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"670","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.57,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
"671","MSS0045","Diptera","Culex annulirostris","adult","Adult survival (male)",0.46,"proportion",25,NA,"Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","Mortality"
